Gene,Description,padj_maSigPro,clusters_maSigPro,Fold_change_h_vs_c,padj_h_vs_c,Fold_change_p_vs_c,padj_p_vs_c,Fold_change_a_vs_c,padj_a_vs_c,Fold_change_r_vs_c,padj_r_vs_c,Fold_change_a_vs_r,padj_a_vs_r,Fold_change_h_vs_a,padj_h_vs_a
TCAL_15180,Protein of unknown function,0.000312246,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_15187,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,0.627443084,0.064256567,NA,NA,NA,NA
TCAL_15192,Protein of unknown function,2.17E-07,3,0.349941865,0.083061593,0.405377069,0.010163374,0.550386697,3.65E-05,0.544476108,4.12E-05,NA,NA,NA,NA
TCAL_15195,Similar to setd7 Histone-lysine N-methyltransferase SETD7 (Halocynthia roretzi),2.85E-10,5,NA,NA,0.73970724,0.000141123,0.876886963,8.63E-07,0.669927396,0.000567538,NA,NA,-0.64168859,0.006085232
TCAL_15224,Similar to Sptlc2 Serine palmitoyltransferase 2 (Mus musculus),1.35E-13,8,NA,NA,NA,NA,NA,NA,-0.349775683,4.23E-07,-0.194237835,0.033912207,NA,NA
TCAL_15227,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.490073595,0.040427818,0.484414308,0.047226172,NA,NA,NA,NA
TCAL_15229,Protein of unknown function,1.69E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,0.350911015,0.037022324,NA,NA
TCAL_15240,Protein of unknown function,0.000162557,8,NA,NA,-0.648694267,0.033263565,NA,NA,-0.927354905,0.000194293,-0.701404878,0.01813797,NA,NA
TCAL_15244,Protein of unknown function,3.77E-05,8,-0.592060006,0.00712847,-0.421338296,0.083370577,NA,NA,-0.440128625,0.042597714,NA,NA,NA,NA
TCAL_15249,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans),0.00023752,1,NA,NA,NA,NA,NA,NA,0.605902194,0.076704994,NA,NA,NA,NA
TCAL_15258,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.618304954,0.073656772,NA,NA,-0.643591563,0.073341391,NA,NA
TCAL_15272,Protein of unknown function,0.002898634,6,NA,NA,NA,NA,NA,NA,-0.467761894,0.051716535,NA,NA,NA,NA
TCAL_15289,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.749949301,0.090410593,NA,NA,NA,NA,NA,NA
TCAL_15296,Protein of unknown function,1.01E-27,7,0.516060355,1.85E-05,0.746432121,1.49E-12,0.834185287,3.68E-16,0.981624501,1.91E-22,NA,NA,-0.318124932,0.072282652
TCAL_15311,Protein of unknown function,NA,NA,NA,NA,1.51795711,0.092995451,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_15314,Protein of unknown function,8.00E-05,6,NA,NA,NA,NA,-0.298603072,0.060978929,-0.387945438,0.005587267,NA,NA,NA,NA
TCAL_15317,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.373606596,0.036835189,NA,NA,NA,NA,NA,NA
TCAL_15334,Similar to Uncharacterized protein C16orf52 homolog B (Xenopus laevis),0.002179946,6,NA,NA,-0.531947156,0.060067119,-0.476520224,0.081575694,NA,NA,NA,NA,NA,NA
TCAL_15340,Similar to NTM Neurotrimin (Bos taurus),9.71E-06,2,NA,NA,NA,NA,0.655955245,0.003424564,NA,NA,-0.49994257,0.056950984,-0.6611145,0.019886314
TCAL_15341,Protein of unknown function,2.07E-06,4,NA,NA,NA,NA,-0.370406765,0.053234655,NA,NA,0.520692688,0.00163391,NA,NA
TCAL_15355,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.635148465,0.07511986,NA,NA,NA,NA,NA,NA
TCAL_15361,Protein of unknown function,0.000182388,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_15381,dentin sialophospho -like,6.47E-05,6,NA,NA,NA,NA,NA,NA,-0.280782759,0.000718904,NA,NA,NA,NA
TCAL_15384,Protein of unknown function,NA,NA,NA,NA,NA,NA,-1.135408488,0.098778381,NA,NA,NA,NA,NA,NA
TCAL_15405,"Similar to msta Protein msta, isoform A (Drosophila melanogaster)",0.000213975,1,NA,NA,NA,NA,0.32753903,0.036725146,NA,NA,NA,NA,-0.344592974,0.09775793
TCAL_15426,Similar to CAALFM_C102740CA NAD-dependent protein deacylase (Candida albicans (strain SC5314 / ATCC MYA-2876)),0.000580836,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.334230984,0.08512094,NA,NA
TCAL_15431,Protein of unknown function,6.71E-08,6,NA,NA,NA,NA,-0.572616193,0.018833656,-0.69912482,0.002201685,NA,NA,NA,NA
TCAL_15444,Similar to ivns1abp Influenza virus NS1A-binding protein homolog (Xenopus laevis),1.48E-05,2,NA,NA,0.903903804,0.070801233,1.079434824,0.008427127,NA,NA,NA,NA,NA,NA
TCAL_15452,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.425772219,0.058364678,NA,NA,NA,NA,NA,NA
TCAL_15456,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.83587735,0.058616626,NA,NA,1.054988965,0.008405684,NA,NA
TCAL_15466,Similar to Jag1 Protein jagged-1 (Mus musculus),NA,NA,NA,NA,NA,NA,-0.408103226,0.019988127,NA,NA,NA,NA,NA,NA
TCAL_15489,nuclease HARBI1,NA,NA,NA,NA,NA,NA,-0.850456216,0.093055953,NA,NA,NA,NA,NA,NA
TCAL_15528,Protein of unknown function,4.72E-06,8,NA,NA,-1.051327818,0.002959365,-1.107164043,0.000897302,-0.848213055,0.02215834,NA,NA,NA,NA
TCAL_15537,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.644733393,0.044686767,NA,NA
TCAL_15545,Similar to Trypsin-1 (Astacus astacus),1.57E-07,8,NA,NA,NA,NA,-0.220259088,0.001681202,-0.255592895,0.000103432,NA,NA,NA,NA
TCAL_15566,Similar to bacC Dihydroanticapsin 7-dehydrogenase (Bacillus subtilis),NA,NA,NA,NA,NA,NA,NA,NA,0.384899547,0.049008698,NA,NA,NA,NA
TCAL_15575,Protein of unknown function,0.000794648,5,NA,NA,NA,NA,0.305006446,0.065073072,NA,NA,NA,NA,NA,NA
TCAL_15609,Protein of unknown function,NA,NA,NA,NA,1.643401519,0.044497621,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_15610,Protein of unknown function,0.006589262,4,NA,NA,NA,NA,NA,NA,1.271180059,0.010244463,1.31170729,0.009736186,NA,NA
TCAL_15669,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,0.387454017,0.048144309,NA,NA,NA,NA
TCAL_15698,Similar to PGRMC1 Membrane-associated progesterone receptor component 1 (Gallus gallus),2.83E-05,4,NA,NA,NA,NA,-1.274326861,0.028226329,NA,NA,NA,NA,1.363251256,0.065821177
TCAL_15704,Similar to Elmod2 ELMO domain-containing protein 2 (Mus musculus),0.003268846,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_15706,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.39977796,0.02666811,NA,NA,NA,NA
TCAL_15708,Protein of unknown function,2.86E-09,4,NA,NA,NA,NA,-0.664245344,1.02E-06,NA,NA,0.768559985,4.39E-09,0.673321038,7.08E-06
TCAL_15717,Protein of unknown function,0.000133162,9,NA,NA,NA,NA,NA,NA,-0.804226618,0.000775475,NA,NA,NA,NA
TCAL_15749,Protein of unknown function,NA,NA,1.476644725,0.046026693,NA,NA,NA,NA,NA,NA,NA,NA,1.468205893,0.065821177
TCAL_15764,Similar to Shroom2 Protein Shroom2 (Rattus norvegicus),1.52E-07,5,NA,NA,NA,NA,0.344327405,0.001375453,NA,NA,-0.358479582,0.00090664,-0.318421749,0.021448461
TCAL_15812,Similar to nAChRbeta1 Acetylcholine receptor subunit beta-like 1 (Drosophila melanogaster),0.003176642,4,NA,NA,NA,NA,NA,NA,NA,NA,1.330303394,0.061319601,NA,NA
TCAL_15813,HCLS1-associated X-1,0.000279509,8,NA,NA,-0.377531306,0.025174824,-0.33522946,0.04229942,NA,NA,NA,NA,NA,NA
TCAL_15816,Similar to SEMA-1A Semaphorin-1A (Schistocerca americana),0.000163913,1,NA,NA,NA,NA,NA,NA,0.411198514,0.037137299,NA,NA,NA,NA
TCAL_15829,Protein of unknown function,5.44E-06,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_15830,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.574201689,0.026283987,NA,NA,NA,NA,NA,NA
TCAL_15840,Similar to RGP1 RAB6A-GEF complex partner protein 2 (Homo sapiens),3.23E-07,2,NA,NA,NA,NA,0.401751877,0.034782443,NA,NA,-0.584793648,0.000527284,NA,NA
TCAL_15852,Protein of unknown function,0.006594494,6,NA,NA,NA,NA,-3.441880464,0.030338145,NA,NA,NA,NA,NA,NA
TCAL_15853,Protein of unknown function,3.04E-39,8,-0.750449609,0.006690776,-2.175635765,9.21E-29,-2.178571683,4.47E-29,-2.2489462,5.85E-31,NA,NA,1.428122074,6.15E-11
TCAL_15860,Similar to Hsp67Bb Heat shock protein 67B2 (Drosophila melanogaster),4.51E-06,1,NA,NA,0.188519909,0.070973423,NA,NA,0.264128097,0.001040514,NA,NA,NA,NA
TCAL_15903,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,0.603573782,0.074932936,NA,NA,NA,NA
TCAL_15910,Protein of unknown function,0.002035787,8,NA,NA,NA,NA,-0.239527401,0.077204267,NA,NA,NA,NA,NA,NA
TCAL_15929,Protein of unknown function,6.71E-12,4,NA,NA,-0.562523524,0.017018312,NA,NA,NA,NA,0.676774046,0.000573827,NA,NA
TCAL_15933,Similar to Dhfr Dihydrofolate reductase (Rattus norvegicus),0.000678112,9,NA,NA,NA,NA,NA,NA,-0.226455167,0.0764317,-0.276881262,0.018267394,NA,NA
TCAL_15941,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.123561237,0.092901894,NA,NA
TCAL_15969,Protein of unknown function,0.001609102,5,NA,NA,NA,NA,NA,NA,-0.544837968,0.035512596,-0.49939378,0.080185145,NA,NA
TCAL_15992,Similar to KLKB1 Plasma kallikrein (Homo sapiens),3.96E-10,8,NA,NA,NA,NA,NA,NA,-1.154171335,0.000216108,NA,NA,NA,NA
TCAL_16003,Similar to sms-1 Phosphatidylcholine:ceramide cholinephosphotransferase 1 (Caenorhabditis elegans),1.09E-08,6,-0.222472724,0.048510253,-0.238926254,0.011191296,-0.176540525,0.088724397,-0.355246941,4.01E-06,NA,NA,NA,NA
TCAL_16010,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.430102814,0.026128957,NA,NA,NA,NA,NA,NA
TCAL_16027,Similar to nhl-1 RING finger protein nhl-1 (Caenorhabditis elegans),4.00E-05,7,NA,NA,NA,NA,0.407796427,0.052763015,0.50657762,0.007311654,NA,NA,NA,NA
TCAL_16031,Protein of unknown function,7.20E-48,2,NA,NA,0.425324199,0.000267545,0.514717807,1.16E-06,-0.734056,1.94E-11,-1.248773807,1.10E-35,-0.313347054,0.055738135
TCAL_16042,Protein of unknown function,0.003250378,4,NA,NA,NA,NA,NA,NA,NA,NA,0.32212432,0.064641685,NA,NA
TCAL_16063,Similar to opn1mw4 Green-sensitive opsin-4 (Danio rerio),4.82E-05,6,NA,NA,NA,NA,-0.19463191,0.08619556,-0.269912618,0.004931715,NA,NA,NA,NA
TCAL_16064,Similar to CanB2 Calcineurin subunit B type 2 (Drosophila melanogaster),0.000226511,4,NA,NA,NA,NA,NA,NA,NA,NA,0.289137271,0.04852826,NA,NA
TCAL_16083,Similar to Inx2 Innexin inx2 (Drosophila melanogaster),5.57E-05,5,NA,NA,NA,NA,0.889995608,0.008953627,NA,NA,NA,NA,-0.880946121,0.050428071
TCAL_16086,zinc finger BED domain-containing 1-like,NA,NA,NA,NA,NA,NA,NA,NA,0.338963138,0.044156831,NA,NA,NA,NA
TCAL_16127,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,0.292944079,0.060405653,NA,NA,NA,NA
TCAL_16129,Protein of unknown function,1.11E-06,8,NA,NA,-0.891969516,0.017352101,-0.901066014,0.010559595,-1.050224054,0.001306387,NA,NA,NA,NA
TCAL_16166,Similar to mpv17 Protein Mpv17 (Xenopus laevis),5.16E-07,2,0.543088145,0.001232725,0.545162429,0.000517906,0.483407219,0.002496327,NA,NA,NA,NA,NA,NA
TCAL_16207,Similar to Zfp36l3 mRNA decay activator protein ZFP36L3 (Mus musculus),0.00136316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16215,Similar to ARHGEF12 Rho guanine nucleotide exchange factor 12 (Homo sapiens),NA,NA,NA,NA,NA,NA,NA,NA,1.135281541,0.072063243,NA,NA,NA,NA
TCAL_16225,Similar to KLHDC2 Kelch domain-containing protein 2 (Homo sapiens),2.49E-05,7,NA,NA,NA,NA,NA,NA,0.459550816,0.002300454,NA,NA,NA,NA
TCAL_16233,Protein of unknown function,0.014829241,2,1.325731401,0.05373449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16240,Protein of unknown function,NA,NA,NA,NA,-0.264811227,0.060865976,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16241,Similar to Tgfbi Transforming growth factor-beta-induced protein ig-h3 (Mus musculus),2.37E-11,8,NA,NA,-0.615734754,0.01102866,NA,NA,-1.319717048,2.31E-12,-0.876178324,3.06E-05,NA,NA
TCAL_16242,Protein of unknown function,8.31E-08,2,NA,NA,0.507633504,0.001713981,0.536159061,0.000390577,NA,NA,NA,NA,NA,NA
TCAL_16252,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.198790206,0.097987347,NA,NA,NA,NA
TCAL_16255,Similar to ACVR1 Activin receptor type-1 (Gallus gallus),0.000675683,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16259,Protein of unknown function,1.20E-06,8,NA,NA,-0.543765127,0.023341226,-0.627446489,0.002988956,NA,NA,NA,NA,NA,NA
TCAL_16261,Similar to Jph3 Junctophilin-3 (Mus musculus),2.54E-09,5,NA,NA,NA,NA,NA,NA,-0.385443662,0.000924005,-0.363614909,0.003107448,NA,NA
TCAL_16265,Similar to stard3 StAR-related lipid transfer protein 3 (Fragment) (Salvelinus fontinalis),0.000932422,8,NA,NA,NA,NA,NA,NA,-0.272624823,0.00594382,NA,NA,NA,NA
TCAL_16268,Similar to Sox14 Putative transcription factor SOX-14 (Drosophila melanogaster),4.78E-05,5,NA,NA,NA,NA,0.326984499,0.047103019,NA,NA,-0.437438727,0.00357665,-0.430944753,0.019886314
TCAL_16277,Similar to RDH12 Retinol dehydrogenase 12 (Bos taurus),NA,NA,NA,NA,NA,NA,NA,NA,-0.302150335,0.016663424,NA,NA,NA,NA
TCAL_16282,Similar to TIPIN TIMELESS-interacting protein (Bos taurus),NA,NA,NA,NA,NA,NA,-0.88646292,0.052674847,NA,NA,0.870255814,0.07731349,NA,NA
TCAL_16324,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.527081821,0.076607078,NA,NA,NA,NA,NA,NA
TCAL_16336,Similar to Klf15 Krueppel-like factor 15 (Mus musculus),0.000325243,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16344,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,-0.823128795,0.075806033,NA,NA,NA,NA
TCAL_16350,Similar to onecut Homeobox protein onecut (Drosophila melanogaster),4.43E-05,5,NA,NA,NA,NA,NA,NA,-0.649846367,0.051255989,-0.896375094,0.001615552,NA,NA
TCAL_16376,Protein of unknown function,0.000746651,4,NA,NA,NA,NA,-0.194930651,0.009687799,NA,NA,0.189191495,0.017416007,NA,NA
TCAL_16400,Similar to TSPAN3 Tetraspanin-3 (Pongo abelii),2.45E-12,2,0.38887783,0.01535542,0.551243837,8.07E-06,0.668158456,5.33E-09,NA,NA,-0.433897122,0.000972995,NA,NA
TCAL_16422,Protein of unknown function,NA,NA,NA,NA,NA,NA,0.62491405,0.088447395,NA,NA,NA,NA,NA,NA
TCAL_16428,Similar to Leech-derived tryptase inhibitor C (Hirudo medicinalis),3.49E-07,8,NA,NA,-0.481445552,0.021968816,NA,NA,-0.801877043,8.91E-07,-0.476148328,0.02213297,NA,NA
TCAL_16450,Protein of unknown function,1.55E-07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.831174023,0.017938895
TCAL_16451,basic proline-rich -like isoform X1,NA,NA,NA,NA,6.24392345,1.21E-06,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16480,balbiani ring 3-like isoform X1,0.001480664,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16487,tRNA wybutosine-synthesizing 5-like,1.21E-05,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.387791707,0.083457528,NA,NA
TCAL_16491,Similar to Pathogen-related protein (Hordeum vulgare),5.60E-05,8,NA,NA,-0.518325817,0.000953806,NA,NA,-0.692078265,5.21E-07,-0.554499585,0.000231461,NA,NA
TCAL_16492,Similar to CG13604 Protein UBASH3A homolog (Drosophila melanogaster),3.08E-05,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16496,Protein of unknown function,0.001567908,6,NA,NA,NA,NA,-0.291249907,0.065459487,-0.298356877,0.060051946,NA,NA,NA,NA
TCAL_16510,Protein of unknown function,7.72E-05,8,-0.304579109,0.064479329,NA,NA,-0.274030935,0.046136811,-0.344729567,0.005783668,NA,NA,NA,NA
TCAL_16516,"maguk P55 subfamily member 2,",0.001286919,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16517,Protein of unknown function,8.78E-12,9,NA,NA,NA,NA,NA,NA,-1.012296572,5.98E-12,-0.849542676,2.84E-08,NA,NA
TCAL_16520,Protein of unknown function,8.69E-09,8,NA,NA,-0.29003757,0.039351038,NA,NA,-0.569671245,2.88E-08,-0.350088593,0.005031829,NA,NA
TCAL_16546,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185255811,0.064020814,NA,NA
TCAL_16552,Similar to ARL6IP1 ADP-ribosylation factor-like protein 6-interacting protein 1 (Pongo abelii),3.75E-05,2,NA,NA,NA,NA,0.222510089,0.02423305,NA,NA,-0.268216022,0.004286537,NA,NA
TCAL_16574,Protein of unknown function,0.000484627,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16576,Similar to Mgst1 Microsomal glutathione S-transferase 1 (Mus musculus),6.09E-05,8,NA,NA,NA,NA,NA,NA,-0.216375814,0.010768191,NA,NA,NA,NA
TCAL_16577,Protein of unknown function,1.67E-06,1,NA,NA,NA,NA,0.879761255,0.01048079,1.264924277,1.89E-05,NA,NA,NA,NA
TCAL_16578,Protein of unknown function,0.000162129,7,NA,NA,NA,NA,0.434623526,0.016959951,NA,NA,NA,NA,NA,NA
TCAL_16582,Similar to CPNE1 Copine-1 (Homo sapiens),3.07E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16603,Protein of unknown function,9.20E-08,4,NA,NA,-0.421122266,0.030496361,-0.345315233,0.077506182,NA,NA,0.345245799,0.096893555,NA,NA
TCAL_16606,Protein of unknown function,0.000360373,1,NA,NA,NA,NA,NA,NA,NA,NA,0.404003025,0.07060532,NA,NA
TCAL_16609,Protein of unknown function,6.45E-06,7,NA,NA,0.225541222,0.063323725,0.2356549,0.029323062,0.279758148,0.00490609,NA,NA,NA,NA
TCAL_16651,Protein of unknown function,8.35E-09,2,NA,NA,0.373908975,0.005961947,0.374327336,0.003478383,NA,NA,NA,NA,NA,NA
TCAL_16713,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782931542,0.054857945,NA,NA
TCAL_16728,G- coupled receptor Mth2-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590257508,0.083457528,NA,NA
TCAL_16754,Similar to rxrba Retinoic acid receptor RXR-beta-A (Danio rerio),1.57E-12,8,NA,NA,-1.378424673,7.30E-05,-1.302321383,0.000119511,-1.824726637,3.51E-08,NA,NA,0.984228998,0.050428071
TCAL_16761,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,1.577230285,0.051164566,NA,NA,NA,NA
TCAL_16764,protocadherin Fat 4-like isoform X1,0.0043457,5,-0.220902055,0.090009134,NA,NA,NA,NA,-0.202155247,0.063456617,NA,NA,NA,NA
TCAL_16783,Protein of unknown function,2.42E-12,6,NA,NA,NA,NA,-0.695459856,3.67E-06,-0.88662694,1.03E-09,NA,NA,0.497692995,0.020656994
TCAL_16784,Protein of unknown function,2.00E-33,3,1.013340303,2.99E-14,1.253148989,3.74E-23,1.507885542,3.77E-34,1.3215821,4.47E-26,NA,NA,-0.494545239,0.006910933
TCAL_16785,Similar to FCABP Flagellar calcium-binding protein (Trypanosoma rangeli),NA,NA,NA,NA,NA,NA,0.282388141,0.07205975,NA,NA,NA,NA,NA,NA
TCAL_16792,Protein of unknown function,0.002019749,9,NA,NA,NA,NA,NA,NA,-0.449247588,0.00594382,NA,NA,NA,NA
TCAL_16799,organic solute transporter subunit alpha-like,9.25E-06,5,NA,NA,NA,NA,NA,NA,-0.455878763,0.019704279,-0.579237466,0.001145015,NA,NA
TCAL_16828,Protein of unknown function,0.000102045,6,NA,NA,NA,NA,-0.477678024,0.016761828,NA,NA,NA,NA,NA,NA
TCAL_16831,Protein of unknown function,0.000381208,2,NA,NA,0.634704774,0.064031117,0.62484082,0.04533332,NA,NA,NA,NA,NA,NA
TCAL_16839,Similar to lft Protein limb expression 1 homolog (Drosophila melanogaster),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.959519316,0.093193398,NA,NA
TCAL_16841,Similar to POLR2M DNA-directed RNA polymerase II subunit GRINL1A (Bos taurus),0.002857318,5,NA,NA,NA,NA,NA,NA,NA,NA,-0.321839633,0.060578976,NA,NA
TCAL_16866,Similar to Brca1 Breast cancer type 1 susceptibility protein homolog (Mus musculus),0.001060083,2,NA,NA,NA,NA,0.28087703,0.05416458,NA,NA,NA,NA,NA,NA
TCAL_16877,Similar to Manf Mesencephalic astrocyte-derived neurotrophic factor homolog (Drosophila virilis),NA,NA,NA,NA,NA,NA,-0.340704506,0.041314234,NA,NA,NA,NA,NA,NA
TCAL_16943,"Similar to svp Steroid receptor seven-up, isoforms B/C (Drosophila melanogaster)",3.08E-06,1,NA,NA,NA,NA,NA,NA,0.49046584,0.015328313,0.415467148,0.069833911,NA,NA
TCAL_16944,Protein of unknown function,0.000252474,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_16946,dead ringer-like isoform X3,NA,NA,NA,NA,NA,NA,0.355207859,0.080962099,0.389552872,0.046940351,NA,NA,NA,NA
TCAL_16964,kin of IRRE 3,0.000766294,4,NA,NA,NA,NA,NA,NA,NA,NA,0.968076927,0.010480141,NA,NA
TCAL_16974,Protein of unknown function,0.002562542,4,NA,NA,NA,NA,NA,NA,NA,NA,1.049594319,0.078340113,NA,NA
TCAL_16983,Protein of unknown function,1.08E-13,7,NA,NA,0.625320301,6.42E-05,0.760426809,1.35E-07,0.779786673,4.81E-08,NA,NA,-0.43121818,0.061978392
TCAL_16990,phosphatase 1H-like,4.41E-08,2,NA,NA,0.233239211,0.092438006,NA,NA,NA,NA,-0.241037406,0.065933266,NA,NA
TCAL_16999,Kv channel-interacting 1,NA,NA,NA,NA,NA,NA,-1.523778073,0.01421876,NA,NA,NA,NA,NA,NA
TCAL_17013,Similar to betA Oxygen-dependent choline dehydrogenase (Rhizobium leguminosarum bv. trifolii (strain WSM2304)),0.000205284,8,NA,NA,NA,NA,NA,NA,-0.493421737,0.004519757,-0.4276145,0.028596444,NA,NA
TCAL_17014,Protein of unknown function,0.000310164,6,NA,NA,NA,NA,NA,NA,-0.413020067,0.049331419,NA,NA,NA,NA
TCAL_17017,Protein of unknown function,1.32E-14,9,NA,NA,NA,NA,NA,NA,-1.698007718,7.49E-19,-1.738396929,6.87E-20,NA,NA
TCAL_17019,Protein of unknown function,4.09E-65,4,-1.235688873,1.87E-19,-1.652639724,2.18E-34,-1.332939625,4.62E-24,NA,NA,1.066742914,6.07E-15,NA,NA
TCAL_17041,Protein of unknown function,NA,NA,NA,NA,NA,NA,-0.531356508,0.030719816,NA,NA,0.540130814,0.034817609,NA,NA
TCAL_17051,Similar to GRB14 Growth factor receptor-bound protein 14 (Bos taurus),5.22E-05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_17053,Protein of unknown function,0.001095442,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_17054,Protein of unknown function,0.00032171,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_17056,Protein of unknown function,1.04E-06,2,NA,NA,1.297513855,0.006594982,1.250132256,0.007024032,NA,NA,-0.901194127,0.099028412,NA,NA
TCAL_17061,"Similar to AGXT Serine--pyruvate aminotransferase, mitochondrial (Callithrix jacchus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.159980681,0.018484735,NA,NA
TCAL_17062,Similar to Gusb Beta-glucuronidase (Mus musculus),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254367072,0.029280867,NA,NA
TCAL_17095,Protein of unknown function,6.99E-05,1,NA,NA,0.424488104,0.042253438,0.48997975,0.006234786,0.413066213,0.036653708,NA,NA,NA,NA
TCAL_17133,Protein of unknown function,0.004504224,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCAL_17155,Similar to Glra3 Glycine receptor subunit alpha-3 (Rattus norvegicus),0.00013721,2,NA,NA,NA,NA,0.768870392,0.008764854,NA,NA,-0.746854422,0.015531703,NA,NA
TCAL_17157,Similar to CG7694 E3 ubiquitin-protein ligase RNF181 homolog (Drosophila melanogaster),6.27E-10,9,NA,NA,NA,NA,NA,NA,-0.444507352,0.009893784,-0.521975414,0.001312987,NA,NA
TCAL_17164,Protein of unknown function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778777593,0.099028412,NA,NA
TCAL_17166,Protein of unknown function,1.02E-07,2,NA,NA,0.26670672,0.075121597,0.417348467,0.000176585,NA,NA,-0.454221129,3.23E-05,NA,NA
TCAL_17189,Protein of unknown function,1.08E-09,1,NA,NA,NA,NA,1.681754446,0.090580603,2.797874872,0.000176483,NA,NA,NA,NA
TCAL_17191,transcription factor mef2A,8.02E-07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.419833547,0.071100711
TCAL_17207,Similar to MTSS1 Metastasis suppressor protein 1 (Homo sapiens),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.131560159,0.001435084,NA,NA
TCAL_17210,GSK-3-binding -like,4.04E-06,2,NA,NA,NA,NA,NA,NA,-0.599257594,0.060405653,-0.925779966,0.000426783,NA,NA
TCAL_17243,Protein of unknown function,2.24E-09,5,NA,NA,NA,NA,NA,NA,-0.460465261,0.000869492,-0.439617977,0.002469313,NA,NA
TCAL_17248,Protein of unknown function,0.002215842,6,NA,NA,NA,NA,-0.607789562,0.014150783,NA,NA,NA,NA,0.728160317,0.008266279
TCAL_17251,Similar to Ttn Titin (Mus musculus),0.000627606,4,NA,NA,NA,NA,NA,NA,0.938255861,0.015063001,NA,NA,NA,NA
TCAL_17268,Similar to Acyl-CoA desaturase (Cyprinus carpio),3.62E-05,7,NA,NA,NA,NA,0.306925436,0.012703301,0.350028202,0.002444116,NA,NA,NA,NA
